question_id,question__title,Difficulity,title_slug
1445,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,2,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1446,Angle Between Hands of a Clock,2,angle-between-hands-of-a-clock
1447,Jump Game IV,3,jump-game-iv
1448,Maximum 69 Number,1,maximum-69-number
1449,Print Words Vertically,2,print-words-vertically
1450,Delete Leaves With a Given Value,2,delete-leaves-with-a-given-value
1451,Minimum Number of Taps to Open to Water a Garden,3,minimum-number-of-taps-to-open-to-water-a-garden
1452,Restaurant Growth,2,restaurant-growth
1453,Ads Performance,1,ads-performance
1454,Remove Palindromic Subsequences,1,remove-palindromic-subsequences
1455,"Filter Restaurants by Vegan-Friendly, Price and Distance",2,filter-restaurants-by-vegan-friendly-price-and-distance
1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,2,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1457,Minimum Difficulty of a Job Schedule,3,minimum-difficulty-of-a-job-schedule
1458,Sort Integers by The Number of 1 Bits,1,sort-integers-by-the-number-of-1-bits
1459,Apply Discount Every n Orders,2,apply-discount-every-n-orders
1460,Number of Substrings Containing All Three Characters,2,number-of-substrings-containing-all-three-characters
1461,Count All Valid Pickup and Delivery Options,3,count-all-valid-pickup-and-delivery-options
1462,List the Products Ordered in a Period,1,list-the-products-ordered-in-a-period
1463,The K Weakest Rows in a Matrix,1,the-k-weakest-rows-in-a-matrix
1464,Reduce Array Size to The Half,2,reduce-array-size-to-the-half
1465,Maximum Product of Splitted Binary Tree,2,maximum-product-of-splitted-binary-tree
1466,Jump Game V,3,jump-game-v
1467,Number of Transactions per Visit,3,number-of-transactions-per-visit
1468,Check If N and Its Double Exist,1,check-if-n-and-its-double-exist
1469,Minimum Number of Steps to Make Two Strings Anagram,2,minimum-number-of-steps-to-make-two-strings-anagram
1470,Tweet Counts Per Frequency,2,tweet-counts-per-frequency
1471,Maximum Students Taking Exam,3,maximum-students-taking-exam
1472,Increasing Decreasing String,1,increasing-decreasing-string
1473,Find the Longest Substring Containing Vowels in Even Counts,2,find-the-longest-substring-containing-vowels-in-even-counts
1474,Longest ZigZag Path in a Binary Tree,2,longest-zigzag-path-in-a-binary-tree
1475,Maximum Sum BST in Binary Tree,3,maximum-sum-bst-in-binary-tree
1476,Count Negative Numbers in a Sorted Matrix,1,count-negative-numbers-in-a-sorted-matrix
1477,Product of the Last K Numbers,2,product-of-the-last-k-numbers
1478,Maximum Number of Events That Can Be Attended,2,maximum-number-of-events-that-can-be-attended
1479,Construct Target Array With Multiple Sums,3,construct-target-array-with-multiple-sums
1480,Movie Rating,2,movie-rating
1481,Students With Invalid Departments,1,students-with-invalid-departments
1482,How Many Numbers Are Smaller Than the Current Number,1,how-many-numbers-are-smaller-than-the-current-number
1483,Rank Teams by Votes,2,rank-teams-by-votes
1484,Linked List in Binary Tree,2,linked-list-in-binary-tree
1485,Minimum Cost to Make at Least One Valid Path in a Grid,3,minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1486,Find the Distance Value Between Two Arrays,1,find-the-distance-value-between-two-arrays
1487,Cinema Seat Allocation,2,cinema-seat-allocation
1488,Sort Integers by The Power Value,2,sort-integers-by-the-power-value
1489,Pizza With 3n Slices,3,pizza-with-3n-slices
1490,Generate a String With Characters That Have Odd Counts,1,generate-a-string-with-characters-that-have-odd-counts
1491,Number of Times Binary String Is Prefix-Aligned,2,number-of-times-binary-string-is-prefix-aligned
1492,Time Needed to Inform All Employees,2,time-needed-to-inform-all-employees
1493,Frog Position After T Seconds,3,frog-position-after-t-seconds
1494,Activity Participants,2,activity-participants
1495,Number of Trusted Contacts of a Customer,2,number-of-trusted-contacts-of-a-customer
1496,Lucky Numbers in a Matrix,1,lucky-numbers-in-a-matrix
1497,Design a Stack With Increment Operation,2,design-a-stack-with-increment-operation
1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,1,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1499,Maximum Performance of a Team,3,maximum-performance-of-a-team
1500,Count Largest Group,1,count-largest-group
1501,Circle and Rectangle Overlapping,2,circle-and-rectangle-overlapping
1502,Construct K Palindrome Strings,2,construct-k-palindrome-strings
1503,Reducing Dishes,3,reducing-dishes
1504,Get the Second Most Recent Activity,3,get-the-second-most-recent-activity
1505,Create Target Array in the Given Order,1,create-target-array-in-the-given-order
1507,Check if There is a Valid Path in a Grid,2,check-if-there-is-a-valid-path-in-a-grid
1508,Longest Happy Prefix,3,longest-happy-prefix
1509,Replace Employee ID With The Unique Identifier,1,replace-employee-id-with-the-unique-identifier
1510,Find Lucky Integer in an Array,1,find-lucky-integer-in-an-array
1511,Count Number of Teams,2,count-number-of-teams
1512,Design Underground System,2,design-underground-system
1513,Find All Good Strings,3,find-all-good-strings
1514,Minimum Value to Get Positive Step by Step Sum,1,minimum-value-to-get-positive-step-by-step-sum
1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,2,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1516,The k-th Lexicographical String of All Happy Strings of Length n,2,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1517,Restore The Array,3,restore-the-array
1518,Total Sales Amount by Year,3,total-sales-amount-by-year
1519,Minimum Subsequence in Non-Increasing Order,1,minimum-subsequence-in-non-increasing-order
1520,Number of Steps to Reduce a Number in Binary Representation to One,2,number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1522,Stone Game III,3,stone-game-iii
1523,Capital Gain/Loss,2,capital-gainloss
1524,String Matching in an Array,1,string-matching-in-an-array
1525,Queries on a Permutation With Key,2,queries-on-a-permutation-with-key
1526,HTML Entity Parser,2,html-entity-parser
1527,Number of Ways to Paint N × 3 Grid,3,number-of-ways-to-paint-n-3-grid
1528,Kids With the Greatest Number of Candies,1,kids-with-the-greatest-number-of-candies
1529,Max Difference You Can Get From Changing an Integer,2,max-difference-you-can-get-from-changing-an-integer
1530,Check If a String Can Break Another String,2,check-if-a-string-can-break-another-string
1531,Number of Ways to Wear Different Hats to Each Other,3,number-of-ways-to-wear-different-hats-to-each-other
1532,Reformat The String,1,reformat-the-string
1533,Display Table of Food Orders in a Restaurant,2,display-table-of-food-orders-in-a-restaurant
1534,Minimum Number of Frogs Croaking,2,minimum-number-of-frogs-croaking
1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,3,build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1536,Customers Who Bought Products A and B but Not C,2,customers-who-bought-products-a-and-b-but-not-c
1537,Maximum Score After Splitting a String,1,maximum-score-after-splitting-a-string
1538,Maximum Points You Can Obtain from Cards,2,maximum-points-you-can-obtain-from-cards
1539,Diagonal Traverse II,2,diagonal-traverse-ii
1541,Top Travellers,1,top-travellers
1542,Consecutive Characters,1,consecutive-characters
1543,Simplified Fractions,2,simplified-fractions
1544,Count Good Nodes in Binary Tree,2,count-good-nodes-in-binary-tree
1545,Form Largest Integer With Digits That Add up to Target,3,form-largest-integer-with-digits-that-add-up-to-target
1546,Find the Quiet Students in All Exams,3,find-the-quiet-students-in-all-exams
1547,Destination City,1,destination-city
1548,Check If All 1's Are at Least Length K Places Away,1,check-if-all-1s-are-at-least-length-k-places-away
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,2,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,3,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1551,NPV Queries,1,npv-queries
1552,Build an Array With Stack Operations,2,build-an-array-with-stack-operations
1553,Count Triplets That Can Form Two Arrays of Equal XOR,2,count-triplets-that-can-form-two-arrays-of-equal-xor
1554,Minimum Time to Collect All Apples in a Tree,2,minimum-time-to-collect-all-apples-in-a-tree
1555,Number of Ways of Cutting a Pizza,3,number-of-ways-of-cutting-a-pizza
1556,Make Two Arrays Equal by Reversing Subarrays,1,make-two-arrays-equal-by-reversing-subarrays
1557,Check If a String Contains All Binary Codes of Size K,2,check-if-a-string-contains-all-binary-codes-of-size-k
1558,Course Schedule IV,2,course-schedule-iv
1559,Cherry Pickup II,3,cherry-pickup-ii
1560,Number of Students Doing Homework at a Given Time,1,number-of-students-doing-homework-at-a-given-time
1561,Rearrange Words in a Sentence,2,rearrange-words-in-a-sentence
1562,People Whose List of Favorite Companies Is Not a Subset of Another List,2,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
1563,Maximum Number of Darts Inside of a Circular Dartboard,3,maximum-number-of-darts-inside-of-a-circular-dartboard
1564,Create a Session Bar Chart,1,create-a-session-bar-chart
1565,Evaluate Boolean Expression,2,evaluate-boolean-expression
1566,Check If a Word Occurs As a Prefix of Any Word in a Sentence,1,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1567,Maximum Number of Vowels in a Substring of Given Length,2,maximum-number-of-vowels-in-a-substring-of-given-length
1568,Pseudo-Palindromic Paths in a Binary Tree,2,pseudo-palindromic-paths-in-a-binary-tree
1569,Max Dot Product of Two Subsequences,3,max-dot-product-of-two-subsequences
1570,Final Prices With a Special Discount in a Shop,1,final-prices-with-a-special-discount-in-a-shop
1571,Allocate Mailboxes,3,allocate-mailboxes
1572,Subrectangle Queries,2,subrectangle-queries
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,2,find-two-non-overlapping-sub-arrays-each-with-target-sum
1574,Maximum Product of Two Elements in an Array,1,maximum-product-of-two-elements-in-an-array
1575,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,2,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1576,Reorder Routes to Make All Paths Lead to the City Zero,2,reorder-routes-to-make-all-paths-lead-to-the-city-zero
1577,Probability of a Two Boxes Having The Same Number of Distinct Balls,3,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1578,Apples & Oranges,2,apples-oranges
1579,Active Users,2,active-users
1580,Shuffle the Array,1,shuffle-the-array
1581,The k Strongest Values in an Array,2,the-k-strongest-values-in-an-array
1582,Design Browser History,2,design-browser-history
1583,Paint House III,3,paint-house-iii
1584,Average Salary Excluding the Minimum and Maximum Salary,1,average-salary-excluding-the-minimum-and-maximum-salary
1585,The kth Factor of n,2,the-kth-factor-of-n
1586,Longest Subarray of 1's After Deleting One Element,2,longest-subarray-of-1s-after-deleting-one-element
1587,Parallel Courses II,3,parallel-courses-ii
1603,Running Sum of 1d Array,1,running-sum-of-1d-array
1604,Least Number of Unique Integers after K Removals,2,least-number-of-unique-integers-after-k-removals
1605,Minimum Number of Days to Make m Bouquets,2,minimum-number-of-days-to-make-m-bouquets
1607,Rectangles Area,2,rectangles-area
1608,Calculate Salaries,2,calculate-salaries
1609,Find All The Lonely Nodes,1,find-all-the-lonely-nodes
1610,XOR Operation in an Array,1,xor-operation-in-an-array
1611,Making File Names Unique,2,making-file-names-unique
1612,Avoid Flood in The City,2,avoid-flood-in-the-city
1613,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,3,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1615,Range Sum of Sorted Subarray Sums,2,range-sum-of-sorted-subarray-sums
1616,Minimum Difference Between Largest and Smallest Value in Three Moves,2,minimum-difference-between-largest-and-smallest-value-in-three-moves
1617,Stone Game IV,3,stone-game-iv
1618,Delete N Nodes After M Nodes of a Linked List,1,delete-n-nodes-after-m-nodes-of-a-linked-list
1619,Path Crossing,1,path-crossing
1620,Check If Array Pairs Are Divisible by k,2,check-if-array-pairs-are-divisible-by-k
1621,Number of Subsequences That Satisfy the Given Sum Condition,2,number-of-subsequences-that-satisfy-the-given-sum-condition
1622,Max Value of Equation,3,max-value-of-equation
1623,Sales by Day of the Week,3,sales-by-day-of-the-week
1624,Clone Binary Tree With Random Pointer,2,clone-binary-tree-with-random-pointer
1625,Group Sold Products By The Date,1,group-sold-products-by-the-date
1626,Can Make Arithmetic Progression From Sequence,1,can-make-arithmetic-progression-from-sequence
1627,Last Moment Before All Ants Fall Out of a Plank,2,last-moment-before-all-ants-fall-out-of-a-plank
1628,Count Submatrices With All Ones,2,count-submatrices-with-all-ones
1629,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,3,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1630,Count Odd Numbers in an Interval Range,1,count-odd-numbers-in-an-interval-range
1631,Number of Sub-arrays With Odd Sum,2,number-of-sub-arrays-with-odd-sum
1632,Number of Good Ways to Split a String,2,number-of-good-ways-to-split-a-string
1633,Minimum Number of Increments on Subarrays to Form a Target Array,3,minimum-number-of-increments-on-subarrays-to-form-a-target-array
1634,Clone N-ary Tree,2,clone-n-ary-tree
1635,Number of Good Pairs,1,number-of-good-pairs
1636,Number of Substrings With Only 1s,2,number-of-substrings-with-only-1s
1637,String Compression II,3,string-compression-ii
1638,Best Position for a Service Centre,3,best-position-for-a-service-centre
1639,Friendly Movies Streamed Last Month,1,friendly-movies-streamed-last-month
1640,Design a File Sharing System,2,design-a-file-sharing-system
1641,Countries You Can Safely Invest In,2,countries-you-can-safely-invest-in
1642,Water Bottles,1,water-bottles
1643,Number of Nodes in the Sub-Tree With the Same Label,2,number-of-nodes-in-the-sub-tree-with-the-same-label
1644,Maximum Number of Non-Overlapping Substrings,3,maximum-number-of-non-overlapping-substrings
1645,Find a Value of a Mysterious Function Closest to Target,3,find-a-value-of-a-mysterious-function-closest-to-target
1646,Kth Missing Positive Number,1,kth-missing-positive-number
1647,Can Convert String in K Moves,2,can-convert-string-in-k-moves
1648,Minimum Insertions to Balance a Parentheses String,2,minimum-insertions-to-balance-a-parentheses-string
1649,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,2,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1650,Find Root of N-Ary Tree,2,find-root-of-n-ary-tree
1651,Shuffle String,1,shuffle-string
1652,Minimum Suffix Flips,2,minimum-suffix-flips
1653,Number of Good Leaf Nodes Pairs,2,number-of-good-leaf-nodes-pairs
1654,Customer Order Frequency,1,customer-order-frequency
1655,Move Sub-Tree of N-Ary Tree,3,move-sub-tree-of-n-ary-tree
1656,Count Good Triplets,1,count-good-triplets
1657,Find the Winner of an Array Game,2,find-the-winner-of-an-array-game
1658,Minimum Swaps to Arrange a Binary Grid,2,minimum-swaps-to-arrange-a-binary-grid
